source,domain,chart,region,country,continent,date,position,title,artist,url,scraped_at,city,track_id,album,popularity,energy,danceability,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Pretty Like a Rose,Jah Vinci,,2025-11-28T03:10:11.431570,,,Pretty Like a Rose,27,0.363,0.605,0.248,110.006,-8.812,0.27,2.1e-05,0.248,0.13
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Deprivation,SQUASH,,2025-11-28T03:10:11.431570,,,Deprivation,26,0.728,0.635,0.165,126.387,-4.97,0.224,0.0,0.315,0.132
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Dandelions,Ruth B.,,2025-11-28T03:10:11.431570,,,Safe Haven,86,0.692,0.609,0.454,116.959,-2.958,0.0157,0.0,0.0259,0.0864
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Build a Bitch,Bella Poarch,,2025-11-28T03:10:11.431570,,,Build a Bitch,68,0.463,0.855,0.866,102.931,-7.454,0.217,1.77e-05,0.0367,0.347
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,At My Worst,Pink Sweat$,,2025-11-28T03:10:11.431570,,,The Prelude,67,0.415,0.813,0.667,91.921,-5.926,0.777,0.0,0.0349,0.131
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Come My Way,Wande Coal,,2025-11-28T03:10:11.431570,,,Wonderland: Afrobeats Meets Amapiano II (DJ Mix),52,0.644,0.872,0.854,117.749,-10.262,0.795,0.00488,0.0415,0.109
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Binibini,Zack Tabudlo,,2025-11-28T03:10:11.431570,,,Binibini,65,0.374,0.642,0.0979,129.863,-10.606,0.423,1.54e-06,0.032,0.435
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Life Goes On,BTS,,2025-11-28T03:10:11.431570,,,BE,84,0.716,0.566,0.45,81.068,-5.733,0.00691,0.0,0.0424,0.37
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Nangangamba,Zack Tabudlo,,2025-11-28T03:10:11.431570,,,Nangangamba,68,0.547,0.62,0.208,98.032,-6.772,0.112,0.0,0.0248,0.19
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Habang Buhay,Zack Tabudlo,,2025-11-28T03:10:11.431570,,,Episode,65,0.668,0.62,0.183,118.013,-5.719,0.088,0.0,0.0305,0.362
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,ZITTI E BUONI,Måneskin,,2025-11-28T03:10:11.431570,,,Teatro d'ira - Vol. I,72,0.939,0.625,0.644,102.999,-3.115,0.00138,0.0,0.0669,0.424
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,L'ultima notte,ARIETE,,2025-11-28T03:10:11.431570,,,TickTok Back To School 2022,55,0.687,0.618,0.398,94.037,-5.603,0.268,0.0,0.0446,0.126
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Play Date,Melanie Martinez,,2025-11-28T03:10:11.431570,,,Cry Baby (Deluxe Edition),76,0.729,0.68,0.446,123.97,-5.077,0.612,0.0,0.0475,0.224
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Shiddat Title Track,Manan Bhardwaj,,2025-11-28T03:10:11.431570,,,Shiddat,69,0.625,0.489,0.439,149.921,-6.497,0.288,0.0,0.0584,0.133
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Baaraat,Ritviz、Nucleya,,2025-11-28T03:10:11.431570,,,Baaraat,53,0.449,0.678,0.606,100.033,-9.379,0.477,0.0,0.0869,0.536
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Godly,Omah Lay,,2025-11-28T03:10:11.431570,,,What Have We Done,60,0.574,0.64,0.538,198.014,-8.951,0.138,0.00492,0.091,0.342
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Only God Can Judge Me,NSG、MIST,,2025-11-28T03:10:11.431570,,,Only God Can Judge Me,43,0.674,0.627,0.427,65.86,-5.923,0.052,0.0,0.303,0.0746
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Steal My Love,Dan + Shay,,2025-11-28T03:10:11.431570,,,Good Things,51,0.633,0.59,0.751,179.856,-5.452,0.619,0.0,0.0328,0.157
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,I Hate Alabama,Conner Smith,,2025-11-28T03:10:11.431570,,,Tailgate Country,47,0.841,0.289,0.392,171.91,-3.615,0.205,0.0,0.0497,0.37
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Envolver,Anitta,,2025-11-28T03:10:11.431570,,,All Bops,69,0.733,0.813,0.397,91.988,-5.417,0.15,0.00186,0.0847,0.0909
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Another Love,Tom Odell,,2025-11-28T03:10:11.431570,,,Long Way Down (Deluxe),66,0.537,0.445,0.131,122.769,-8.532,0.695,1.65e-05,0.04,0.0944
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,DOMINO,Stray Kids,,2025-11-28T03:10:11.431570,,,NOEASY,69,0.866,0.687,0.696,160.066,-2.01,0.0301,0.0,0.0466,0.0755
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Red Lights (Bang Chan & Hyunjin),Stray Kids,,2025-11-28T03:10:11.431570,,,NOEASY,73,0.74,0.707,0.336,127.974,-4.311,0.179,0.0,0.0509,0.612
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Deja Vu,ATEEZ,,2025-11-28T03:10:11.431570,,,ZERO : FEVER Part.3,63,0.835,0.692,0.566,80.017,-4.978,0.0517,0.0,0.0628,0.134
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,We Fell in Love in October,girl in red,,2025-11-28T03:10:11.431570,,,we fell in love in october / forget her,87,0.366,0.566,0.237,129.96,-12.808,0.113,0.181,0.028,0.155
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Infinity,Jaymes Young,,2025-11-28T03:10:11.431570,,,Feel Something,80,0.673,0.671,0.494,121.963,-6.941,0.148,5.29e-05,0.0444,0.304
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Apocalypse,Cigarettes After Sex,,2025-11-28T03:10:11.431570,,,Cigarettes After Sex,91,0.467,0.37,0.182,94.485,-9.013,0.0205,0.572,0.0273,0.109
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Christmas EveL,Stray Kids,,2025-11-28T03:10:11.431570,,,Christmas EveL,70,0.777,0.878,0.878,139.989,-3.702,0.0437,0.0,0.163,0.401
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Time After Time,Cyndi Lauper,,2025-11-28T03:10:11.431570,,,She's So Unusual,81,0.449,0.726,0.294,130.388,-9.206,0.487,1.34e-06,0.0286,0.0824
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Feelinga,Garry Sandhu,,2025-11-28T03:10:11.431570,,,Adhi Tape,60,0.518,0.71,0.386,96.059,-8.755,0.236,2.39e-05,0.0656,0.31
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,12 Bande,Varinder Brar,,2025-11-28T03:10:11.431570,,,12 Bande,65,0.693,0.706,0.838,141.794,-5.502,0.0123,0.0,0.259,0.346
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,Without You,高爾宣 OSN,,2025-11-28T03:10:11.431570,,,#osnrap,62,0.698,0.669,0.286,80.003,-4.613,0.573,0.0,0.091,0.102
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,告白氣球,Jay Chou,,2025-11-28T03:10:11.431570,,,周杰倫的床邊故事,65,0.572,0.59,0.448,179.989,-7.658,0.192,0.0,0.0379,0.109
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,不為誰而作的歌,JJ LIN,,2025-11-28T03:10:11.431570,,,"""和自己對話"" 實驗專輯",,0.641,0.402,0.252,145.054,-5.905,0.534,0.0,0.0335,0.112
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,人類不宜飛行,Dear Jane,,2025-11-28T03:10:11.431570,,,人類不宜飛行,41,0.783,0.445,0.347,135.981,-4.879,0.245,0.0,0.0317,0.144
top25_research_paper,research_paper,top25_cities,global,,,2022-01-19,1,反對無效,MC 張天賦,,2025-11-28T03:10:11.431570,,,反對無效,57,0.607,0.703,0.819,118.973,-7.823,0.716,0.0,0.0409,0.112
billboard,billboard.com,hot-100,,,,2022-07-02,1,Jimmy Cooks,Drake Featuring 21 Savage,,2025-11-22T15:11:28.361775+00:00,,,"Honestly, Nevermind",81,0.673,0.529,0.366,165.921,-4.711,0.000307,2.41e-06,0.175,0.093
billboard,billboard.com,hot-100,,,,2024-01-06,1,Rockin' Around The Christmas Tree,Brenda Lee,,2025-11-22T14:54:46.536981+00:00,,,Country Christmas Greatest Hits,96,0.593,0.708,0.856,140.508,-6.167,0.764,0.0,0.046,0.484
,turntablecharts.com,TurnTable Top,,,,,1,FUN,Rema,,2025-11-10T14:31:10.192616+00:00,,,,78,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,1,catharsis,FOLA,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,1,REGRESA AL NIDO,PROYECTO UNO,,2025-11-10T14:37:33.787329+00:00,,,,26,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,1,Blinding Lights,The Weeknd,,2025-11-22T13:42:37.507466+00:00,,,,91,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,1,""" Wind of Change """,Scorpions,,2025-11-22T13:42:50.133484+00:00,,,Comeblack,83,0.613,0.491,0.175,75.907,-5.567,0.00511,0.0,0.0266,0.107
,en.wikipedia.org,List of best-selling singles,,,,,1,""" White Christmas """,Bing Crosby,,2025-11-22T13:42:50.133484+00:00,,,,88,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" All I Want for Christmas Is You """,Mariah Carey,,2025-11-22T13:42:50.133484+00:00,,,,97,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Spotlight """,Xiao Zhan,,2025-11-22T13:42:50.133484+00:00,,,,,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Blurred Lines """,Robin Thicke featuring T.I. and Pharrell,,2025-11-22T13:42:50.133484+00:00,,,,79,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" The Ballad of the Green Berets """,Barry Sadler,,2025-11-22T13:42:50.133484+00:00,,,,44,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Hey Jude """,The Beatles,,2025-11-22T13:42:50.133484+00:00,,,,72,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Sugar, Sugar """,The Archies,,2025-11-22T13:42:50.133484+00:00,,,,64,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Vogue """,Madonna,,2025-11-22T13:42:50.133484+00:00,,,,70,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Killing Me Softly """,Fugees,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" My Heart Will Go On """,Celine Dion,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Girlfriend """,Avril Lavigne,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Lollipop """,Lil Wayne,,2025-11-22T13:42:50.133484+00:00,,,,74,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Poker Face """,Lady Gaga,,2025-11-22T13:42:50.133484+00:00,,,,85,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Tik Tok """,Kesha,,2025-11-22T13:42:50.133484+00:00,,,,84,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Just the Way You Are """,Bruno Mars,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Call Me Maybe """,Carly Rae Jepsen,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Happy """,Pharrell Williams,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" See You Again """,Wiz Khalifa featuring Charlie Puth,,2025-11-22T13:42:50.133484+00:00,,,,84,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" One Dance """,Drake featuring Wizkid and Kyla,,2025-11-22T13:42:50.133484+00:00,,,,90,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Shape of You """,Ed Sheeran,,2025-11-22T13:42:50.133484+00:00,,,,89,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Havana """,Camila Cabello featuring Young Thug,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Bad Guy """,Billie Eilish,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Save Your Tears """,The Weeknd,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" As It Was """,Harry Styles,,2025-11-22T13:42:50.133484+00:00,,,,89,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Flowers """,Miley Cyrus,,2025-11-22T13:42:50.133484+00:00,,,,85,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,1,""" Beautiful Things """,Benson Boone,,2025-11-22T13:42:50.133484+00:00,,,,89,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,1,Waist,Omah Lay,,2025-12-08T07:53:35.451142+00:00,,,,68,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,1,FUJI MOTO Seyi,Vibez,,2025-12-08T07:53:46.147589+00:00,,,,72,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,1,A FUEGO LENTO,BANNY KOSTA,,2025-12-08T07:59:31.142711+00:00,,,,28,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,2,E.T.,Katy Perry Featuring Kanye West,,2025-11-22T16:33:59.805187+00:00,,,Halloween 2022,68,0.863,0.603,0.731,150.054,-5.423,0.0178,0.0,0.0773,0.389
billboard,billboard.com,hot-100,,,,2017-06-03,2,That's What I Like,Bruno Mars,,2025-11-22T16:45:13.029007+00:00,,,24K Magic,90,0.56,0.853,0.86,134.066,-4.961,0.013,0.0,0.0406,0.0944
,turntablecharts.com,TurnTable Top,,,,,2,Who's Dat Girl Ayra Starr,Rema,,2025-11-10T14:31:10.192616+00:00,,,,78,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,2,The Boy Who Played The Harp,Dave,,2025-11-10T14:31:15.113015+00:00,,,,75,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,2,PLAYITA,ELIO LEIROS Y JERRY DI,,2025-11-10T14:37:33.787329+00:00,,,,,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,2,The Twist,Chubby Checker,,2025-11-22T13:42:37.507466+00:00,,,Dancin' Party: The Chubby Checker Collection (1960-1966),62,0.618,0.571,0.852,156.892,-5.682,0.18,2.69e-06,0.0371,0.178
official_site,en.wikipedia.org,List of best-selling singles,,,,,2,""" Candle in the Wind 1997 """,Elton John,,2025-11-22T13:42:50.133484+00:00,,,Candle In The Wind 1997 / Something About ...,58,0.311,0.45,0.367,125.648,-8.175,0.977,0.00713,0.0314,0.167
,en.wikipedia.org,List of best-selling singles,,,,,2,""" Something About the Way You Look Tonight ""/"" Candle in the Wind 1997 """,Elton John,,2025-11-22T13:42:50.133484+00:00,,,,61,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,2,""" Bei Mir Bist Du Schön """,The Andrews Sisters,,2025-11-22T13:42:50.133484+00:00,,,,38,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,2,""" Moves Like Jagger """,Maroon 5 featuring Christina Aguilera,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,2,Body (danz) CKay,Mavo,,2025-12-08T07:53:35.451142+00:00,,,,79,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,2,SISMO,PALOLA,,2025-12-08T07:59:31.142711+00:00,,,,3,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,3,Payphone,Maroon 5 Featuring Wiz Khalifa,,2025-11-22T16:35:40.323986+00:00,,,Overexposed Track By Track,86,0.752,0.743,0.545,110.015,-4.813,0.0188,0.0,0.0414,0.287
billboard,billboard.com,hot-100,,,,2014-06-07,3,All Of Me,John Legend,,2025-11-22T16:39:29.267559+00:00,,,Love In The Future (Expanded Edition),86,0.264,0.422,0.331,119.93,-7.064,0.922,0.0,0.0322,0.132
billboard,billboard.com,hot-100,,,,2015-06-06,3,Trap Queen,Fetty Wap,,2025-11-22T16:41:24.543250+00:00,,,Fetty Wap (Deluxe),63,0.873,0.746,0.817,148.075,-3.803,0.0244,0.0,0.128,0.354
billboard,billboard.com,hot-100,,,,2018-06-02,3,God's Plan,Drake,,2025-11-22T16:47:08.199945+00:00,,,Scorpion,85,0.449,0.754,0.357,77.169,-9.211,0.0332,8.29e-05,0.109,0.552
billboard,billboard.com,hot-100,,,,2020-06-06,3,Rockstar,DaBaby Featuring Roddy Ricch,,2025-11-22T16:50:54.449032+00:00,,,Drippy Drippy,75,0.69,0.746,0.497,89.979,-7.956,0.247,0.0,0.164,0.101
billboard,billboard.com,hot-100,,,,2022-07-02,3,First Class,Jack Harlow,,2025-11-22T15:11:28.361775+00:00,,,Back to School!,74,0.563,0.905,0.324,106.998,-6.135,0.0254,9.71e-06,0.102,0.113
,turntablecharts.com,TurnTable Top,,,,,3,Shakabulizzy (Remix) Mavo,Davido,,2025-11-10T14:31:10.192616+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,3,INDUSTRY,MACHINE,,2025-11-10T14:31:15.113015+00:00,,,,0,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,3,BRUTOS,"FARRUKO, POTRO ALVAREZ, JESSI",,2025-11-10T14:37:33.787329+00:00,,,,40,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,3,Smooth,Santana Featuring Rob Thomas,,2025-11-22T13:42:37.507466+00:00,,,Supernatural (Remastered),73,0.923,0.609,0.961,115.996,-3.908,0.16,4.73e-06,0.0338,0.295
official_site,en.wikipedia.org,List of best-selling singles,,,,,3,""" Don't Stop Believin ' """,Journey,,2025-11-22T13:42:50.133484+00:00,,,Escape (Bonus Track Version),85,0.748,0.5,0.514,118.852,-9.072,0.127,0.0,0.0363,0.447
official_site,en.wikipedia.org,List of best-selling singles,,,,,3,""" Despacito """,Luis Fonsi featuring Daddy Yankee,,2025-11-22T13:42:50.133484+00:00,,,VIDA,81,0.797,0.655,0.839,177.928,-4.787,0.198,0.0,0.153,0.067
,en.wikipedia.org,List of best-selling singles,,,,,3,""" Silent Night """,Bing Crosby,,2025-11-22T13:42:50.133484+00:00,,,,62,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,3,""" Sweet Mother """,Prince Nico Mbarga,,2025-11-22T13:42:50.133484+00:00,,,,30,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,3,""" Stay """,The Kid Laroi and Justin Bieber,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,3,"MONEY CONSTANT DJ Maphorisa, DJ Tunez, Wizkid",Mavo,,2025-12-08T07:53:35.451142+00:00,,,,78,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,4,We Are Young,fun. Featuring Janelle Monae,,2025-11-22T16:35:40.323986+00:00,,,Some Nights,80,0.638,0.378,0.735,184.086,-5.576,0.02,7.66e-05,0.075,0.0849
billboard,billboard.com,hot-100,,,,2015-06-06,4,Shut Up And Dance,Walk the Moon,,2025-11-22T16:41:24.543250+00:00,,,TALKING IS HARD,83,0.866,0.578,0.619,128.038,-3.804,0.00701,0.0,0.0619,0.257
billboard,billboard.com,hot-100,,,,2019-06-01,4,Sucker,Jonas Brothers,,2025-11-22T16:49:02.534815+00:00,,,Happiness Begins,79,0.734,0.842,0.952,137.958,-5.065,0.0427,0.0,0.0588,0.106
billboard,billboard.com,hot-100,,,,2022-07-02,4,Wait For U,Future Featuring Drake & Tems,,2025-11-22T15:11:28.361775+00:00,,,I NEVER LIKED YOU,84,0.642,0.463,0.339,83.389,-4.474,0.314,0.0,0.34,0.0686
billboard,billboard.com,hot-100,,,,2024-01-06,4,Last Christmas,Wham!,,2025-11-22T14:54:46.536981+00:00,,,LAST CHRISTMAS,95,0.478,0.735,0.947,107.682,-12.472,0.189,2.48e-06,0.0293,0.355
,turntablecharts.com,TurnTable Top 100 Album,,,,,4,Sanity Bella,Shmurda,,2025-11-10T14:31:15.113015+00:00,,,,57,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,4,DANDO INSTRUCCIONES,"JESSI URIBE, JEAN C. CENTENO",,2025-11-10T14:37:33.787329+00:00,,,,52,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,4,Mack The Knife,Bobby Darin,,2025-11-22T13:42:37.507466+00:00,,,That's All,64,0.529,0.549,0.464,82.755,-12.291,0.76,0.0,0.108,0.206
,en.wikipedia.org,List of best-selling singles,,,,,4,""" Petit Papa Noël """,Tino Rossi,,2025-11-22T13:42:50.133484+00:00,,,,53,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,4,""" Sukiyaki """,Kyu Sakamoto,,2025-11-22T13:42:50.133484+00:00,,,,53,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,4,""" Billie Jean """,Michael Jackson,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,4,""" Work """,Rihanna featuring Drake,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,4,CAPTAIN,BNXN,,2025-12-08T07:53:46.147589+00:00,,,,58,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,4,BUENAS NOCHES SOLEDAD,ANDRES BRANDT,,2025-12-08T07:59:31.142711+00:00,,,,1,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,5,On The Floor,Jennifer Lopez Featuring Pitbull,,2025-11-22T16:33:59.805187+00:00,,,Love?,83,0.777,0.73,0.575,130.0,-5.194,0.105,0.000478,0.0496,0.0691
billboard,billboard.com,hot-100,,,,2017-06-03,5,Humble.,Kendrick Lamar,,2025-11-22T16:45:13.029007+00:00,,,DAMN.,85,0.621,0.908,0.421,150.011,-6.638,0.000282,5.39e-05,0.102,0.0958
billboard,billboard.com,hot-100,,,,2020-06-06,5,Say So,Doja Cat Featuring Nicki Minaj,,2025-11-22T16:50:54.449032+00:00,,,Hot Pink,79,0.673,0.787,0.779,110.962,-4.583,0.264,3.35e-06,0.159,0.0904
billboard,billboard.com,hot-100,,,,2022-01-01,5,Easy On Me,Adele,,2025-11-22T15:10:20.303946+00:00,,,Easy On Me,83,0.366,0.604,0.13,141.981,-7.519,0.578,0.0,0.0282,0.133
billboard,billboard.com,hot-100,,,,2022-07-02,5,About Damn Time,Lizzo,,2025-11-22T15:11:28.361775+00:00,,,About Damn Time,74,0.743,0.836,0.722,108.966,-6.305,0.0995,0.0,0.0656,0.335
,turntablecharts.com,TurnTable Top 100 Album,,,,,5,Symbol Of Hope,Zlatan,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,5,QUE ME QUIERA MA,"MARC ANTHONY, WISIN",,2025-11-10T14:37:33.787329+00:00,,,,62,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,5,Uptown Funk!,Mark Ronson Featuring Bruno Mars,,2025-11-22T13:42:37.507466+00:00,,,,85,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,5,""" Rock Around the Clock """,Bill Haley & His Comets,,2025-11-22T13:42:50.133484+00:00,,,Biggest Hits,52,0.526,0.609,0.93,173.179,-13.106,0.139,0.0,0.43,0.0946
,en.wikipedia.org,List of best-selling singles,,,,,5,""" Rudolph the Red-Nosed Reindeer """,Gene Autry,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,5,""" Something Just Like This """,The Chainsmokers and Coldplay,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,5,""" Levitating """,Dua Lipa,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,5,you,FOLA,,2025-12-08T07:53:35.451142+00:00,,,,68,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,5,No Sign Of Weakness,Burna Boy,,2025-12-08T07:53:46.147589+00:00,,,,47,,,,,,,,,
,recordreport.com.ve,Record Report,,,,,5,EL CANTAR TIENE SENTIDO,"MONDI, S. BRAVO, J. GLEM",,2025-12-08T07:59:31.142711+00:00,,,,26,,,,,,,,,
billboard,billboard.com,hot-100,,,,2014-06-07,6,Dark Horse,Katy Perry Featuring Juicy J,,2025-11-22T16:39:29.267559+00:00,,,Halloween 2022,82,0.585,0.647,0.353,131.934,-6.123,0.00314,0.0,0.0512,0.165
billboard,billboard.com,hot-100,,,,2016-06-04,6,Don't Let Me Down,The Chainsmokers Featuring Daya,,2025-11-22T16:43:18.797585+00:00,,,Don't Let Me Down,84,0.869,0.532,0.422,159.803,-5.094,0.157,0.00508,0.172,0.136
,turntablecharts.com,TurnTable Top 100 Album,,,,,6,Kilometer II,Mavo,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,6,How Do I Live,LeAnn Rimes,,2025-11-22T13:42:37.507466+00:00,,,Greatest Hits,71,0.462,0.577,0.258,128.303,-7.989,0.128,0.0,0.0279,0.0822
official_site,en.wikipedia.org,List of best-selling singles,,,,,6,""" Bohemian Rhapsody """,Queen,,2025-11-22T13:42:50.133484+00:00,,,Bohemian Rhapsody (The Original Soundtrack),82,0.397,0.39,0.246,144.031,-9.963,0.287,0.0,0.0513,0.207
,en.wikipedia.org,List of best-selling singles,,,,,6,""" I Will Always Love You """,Whitney Houston,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,6,""" Dragostea din tei """,O-Zone,,2025-11-22T13:42:50.133484+00:00,,,,71,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,6,""" Perfect """,Ed Sheeran,,2025-11-22T13:42:50.133484+00:00,,,,89,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,6,""" Sugar """,Maroon 5,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,6,""" Bad Habits """,Ed Sheeran,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
